English (en),Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust,clean_name
seduction,0,0,0,0,0,0,0,0,seduction
seductive,0,1,0,0,0,0,0,0,seductive
seed,0,0,0,0,0,0,0,0,seed
seedling,0,0,0,0,0,0,0,0,seedling
seek,0,1,0,0,0,0,0,0,seek
seeker,0,0,0,0,0,0,0,0,seeker
seemingly,0,0,0,0,0,0,0,0,seemingly
seer,0,0,0,0,0,0,0,0,seer
seething,0,0,0,0,0,0,0,0,seethe
segment,0,0,0,0,0,0,0,0,segment
segregate,1,0,1,0,0,1,0,0,segregate
segregated,0,0,0,0,0,0,0,0,segregate
segregation,0,0,0,0,0,0,0,0,segregation
seize,0,0,0,1,0,0,0,0,seize
seizure,0,0,0,1,0,0,0,0,seizure
seldom,0,0,0,0,0,0,0,0,seldom
select,0,0,0,0,0,0,0,0,select
selection,0,0,0,0,0,0,0,0,selection
selfish,1,0,1,0,0,0,0,0,selfish
selfishness,0,0,0,0,0,0,0,0,selfishness
sell,0,0,0,0,0,0,0,0,sell
seller,0,0,0,0,0,0,0,0,seller
semaphore,0,0,0,0,0,0,0,0,semaphore
semblance,0,0,0,0,0,0,0,0,semblance
semen,0,0,0,0,0,0,0,0,semen
semicolon,0,0,0,0,0,0,0,0,semicolon
seminal,0,0,0,0,0,0,0,0,seminal
seminar,0,0,0,0,0,0,0,0,seminar
seminary,0,0,0,0,0,0,0,0,seminary
semiotics,0,0,0,0,0,0,0,0,semiotics
senate,0,0,0,0,0,0,0,1,senate
senator,0,0,0,0,0,0,0,0,senator
send,0,0,0,0,0,0,0,0,send
senescence,0,0,0,0,0,0,0,0,senescence
senile,0,0,0,1,0,1,0,0,senile
senior,0,0,0,0,0,0,0,0,senior
seniority,0,0,0,0,0,0,0,1,seniority
sensation,0,0,0,0,0,0,0,0,sensation
sensational,0,0,0,0,1,0,0,0,sensational
sense,0,0,0,0,0,0,0,0,sense
senseless,1,0,1,1,0,1,1,0,senseless
senses,0,0,0,0,0,0,0,0,sens
sensibility,0,0,0,0,0,0,0,0,sensibility
sensibly,0,0,0,0,0,0,0,0,sensibly
sensitive,0,0,0,0,0,0,0,0,sensitive
sensory,0,0,0,0,0,0,0,0,sensory
sensual,0,1,0,0,1,0,1,1,sensual
sensuality,0,1,0,0,1,0,0,0,sensuality
sensuous,0,0,0,0,1,0,0,0,sensuous
sentence,1,1,1,1,0,1,0,0,sentence
sentient,0,0,0,0,0,0,0,0,sentient
sentiment,0,0,0,0,0,0,0,0,sentiment
sentimental,0,0,0,0,0,0,0,0,sentimental
sentimentality,0,0,0,0,0,0,0,0,sentimentality
sentinel,0,0,0,0,0,0,0,1,sentinel
sentry,0,0,0,0,0,0,0,1,sentry
separable,0,0,0,0,0,0,0,0,separable
separate,0,0,0,0,0,0,0,0,separate
separately,0,0,0,0,0,0,0,0,separately
separation,0,0,0,0,0,0,0,0,separation
separatist,1,0,1,0,0,0,0,0,separatist
sepia,0,0,0,0,0,0,0,0,sepia
sepsis,0,0,0,1,0,1,0,0,sepsis
sept,0,0,0,0,0,0,0,0,sept
septic,0,0,1,0,0,0,0,0,septic
septum,0,0,0,0,0,0,0,0,septum
sequel,0,1,0,0,0,0,0,0,sequel
sequence,0,0,0,0,0,0,0,0,sequence
sequent,0,0,0,0,0,0,0,0,sequent
sequestered,0,0,0,0,0,0,0,0,sequester
sequestration,0,0,0,0,0,1,0,0,sequestration
serene,0,0,0,0,0,0,0,1,serene
serenity,0,1,0,0,1,0,0,1,serenity
sergeant,0,0,0,0,0,0,0,0,sergeant
serial,0,1,0,0,0,0,0,0,serial
series,0,0,0,0,0,0,0,1,series
serif,0,0,0,0,0,0,0,0,serif
seriousness,0,0,0,1,0,1,0,0,seriousness
sermon,0,0,0,0,0,0,0,1,sermon
serpent,0,0,1,1,0,0,0,0,serpent
serpentine,0,0,0,0,0,0,0,0,serpentine
serrated,0,0,0,0,0,0,0,0,serrate
serum,0,0,0,0,0,0,0,0,serum
servant,0,0,0,0,0,0,0,1,servant
serve,0,0,0,0,0,0,0,1,serve
service,0,0,0,0,0,0,0,0,service
serviceable,0,0,0,0,0,0,0,0,serviceable
servile,0,0,1,1,0,1,0,0,servile
servitude,0,0,0,0,0,0,0,0,servitude
sess,0,0,0,0,0,0,0,0,sess
session,0,0,0,0,0,0,0,0,session
sessions,0,0,0,0,0,0,0,0,session
set,0,0,0,0,0,0,0,0,set
setback,0,0,0,0,0,1,0,0,setback
sett,0,0,0,0,0,0,0,0,sett
setter,0,0,0,0,0,0,0,0,setter
settle,0,0,0,0,0,0,0,0,settle
settled,0,0,0,0,0,0,0,0,settle
settler,0,0,0,0,0,0,0,0,settler
settlor,0,0,0,1,0,0,0,0,settlor
seventh,0,0,0,0,0,0,0,0,seventh
seventy,0,0,0,0,0,0,0,0,seventy
sever,0,0,0,0,0,0,0,0,sever
severable,0,0,0,0,0,0,0,0,severable
severally,0,0,0,0,0,0,0,0,severally
severance,0,0,0,0,0,1,0,0,severance
severely,0,0,0,0,0,0,0,0,severely
severity,0,0,0,0,0,0,0,0,severity
sew,0,0,0,0,0,0,0,0,sew
sewage,0,0,1,0,0,0,0,0,sewage
sewer,0,0,1,0,0,0,0,0,sewer
sewerage,0,0,1,0,0,0,0,0,sewerage
sex,0,1,0,0,1,0,0,1,sex
sexuality,0,0,0,0,0,0,0,0,sexuality
sexy,0,0,0,0,0,0,0,0,sexy
shabby,0,0,1,0,0,0,0,0,shabby
shack,0,0,1,0,0,1,0,0,shack
shackle,1,1,1,1,0,1,0,0,shackle
shade,0,0,0,0,0,0,0,0,shade
shades,0,0,0,0,0,0,0,0,shade
shading,0,0,0,0,0,0,0,0,shade
shadow,0,0,0,0,0,0,0,0,shadow
shadowy,0,0,0,0,0,0,0,0,shadowy
shady,0,0,0,1,0,0,0,0,shady
shaft,0,0,0,0,0,0,0,0,shaft
shag,0,0,0,0,0,0,0,0,shag
shaggy,0,0,0,0,0,0,0,0,shaggy
shake,0,0,0,0,0,0,0,0,shake
shaken,0,0,0,0,0,0,0,0,shaken
shaking,0,0,0,1,0,0,0,0,shake
shaky,1,1,0,1,0,0,0,0,shaky
sham,1,0,1,0,0,0,0,0,sham
shaman,0,0,0,0,0,0,0,0,shaman
shambles,0,0,0,0,0,0,0,0,shamble
shame,0,0,1,1,0,1,0,0,shame
shameful,0,0,0,0,0,1,0,0,shameful
shameless,0,0,1,0,0,0,0,0,shameless
shanghai,0,0,1,1,0,0,0,0,shanghai
shank,0,0,0,1,0,0,0,0,shank
shanty,0,0,0,0,0,0,0,0,shanty
shape,0,0,0,0,0,0,0,0,shape
shapely,0,0,0,0,0,0,0,0,shapely
share,0,1,0,0,1,0,0,1,share
shareholder,0,0,0,0,0,0,0,0,shareholder
shark,0,0,0,0,0,0,0,0,shark
sharpen,1,1,0,0,0,0,0,0,sharpen
sharpened,0,0,0,0,0,0,0,0,sharpen
sharpener,0,0,0,0,0,0,0,0,sharpener
sharpness,0,0,0,0,0,0,0,0,sharpness
shatter,1,0,0,1,0,1,1,0,shatter
shattered,0,0,0,0,0,1,0,0,shatter
shave,0,0,0,0,0,0,0,0,shave
shaving,0,0,0,0,0,0,0,0,shave
shawl,0,0,0,0,0,0,0,0,shawl
sheaf,0,0,0,0,0,0,0,0,sheaf
shear,0,0,0,0,0,0,0,0,shear
shears,0,0,0,0,0,0,0,0,shear
sheath,0,0,0,0,0,0,0,0,sheath
sheathing,0,0,0,0,0,0,0,0,sheathe
sheen,0,0,0,0,0,0,0,0,sheen
sheep,0,0,0,0,0,0,0,0,sheep
sheer,0,0,0,0,0,0,0,0,sheer
sheet,0,0,0,0,0,0,0,0,sheet
shelf,0,0,0,0,0,0,0,0,shelf
shellfish,0,0,0,0,0,0,0,0,shellfish
shelter,0,0,0,0,0,0,0,1,shelter
shelved,0,0,0,0,0,0,0,0,shelve
shepherd,0,0,0,0,0,0,0,1,shepherd
sheriff,0,0,0,0,0,0,0,1,sheriff
sherry,0,0,0,0,0,0,0,0,sherry
shield,0,0,0,0,0,0,0,0,shield
shift,0,0,0,0,0,0,0,0,shift
shifting,0,0,0,0,0,0,0,0,shift
shilling,0,0,0,0,0,0,0,0,shill
shimmer,0,0,0,0,0,0,0,0,shimmer
shin,0,0,0,0,0,0,0,0,shin
shine,0,0,0,0,0,0,0,0,shine
shingle,0,0,0,0,0,0,0,0,shingle
shining,0,1,0,0,1,0,0,0,shin
shiny,0,0,0,0,0,0,0,0,shiny
ship,0,1,0,0,0,0,0,0,ship
shipment,0,0,0,0,0,0,0,0,shipment
shipping,0,0,0,0,0,0,0,0,shipping
shipwreck,0,0,0,1,0,1,0,0,shipwreck
shire,0,0,0,0,0,0,0,0,shire
shirt,0,0,0,0,0,0,0,0,shirt
shit,1,0,1,0,0,0,0,0,shit
shiver,1,1,0,1,0,1,0,0,shiver
shivering,0,0,0,0,0,0,0,0,shiver
shoals,0,0,0,0,0,0,0,0,shoal
shock,1,0,0,1,0,0,1,0,shock
shockingly,0,0,0,0,0,0,1,0,shockingly
shoddy,1,0,1,0,0,0,0,0,shoddy
shoe,0,0,0,0,0,0,0,0,shoe
shoemaker,0,0,0,0,0,0,0,0,shoemaker
shoot,1,0,0,1,0,0,0,0,shoot
shooter,0,0,0,1,0,0,0,0,shooter
shooting,1,0,0,1,0,0,0,0,shoot
shop,0,0,0,0,0,0,0,0,shop
shopkeeper,0,0,0,0,0,0,0,1,shopkeeper
shoplifting,1,0,1,0,0,0,0,0,shoplift
shopping,0,1,0,0,1,0,1,1,shopping
shore,0,0,0,0,0,0,0,0,shore
shorn,0,0,0,0,0,0,0,0,shorn
short,0,0,0,0,0,0,0,0,short
shortage,1,0,0,1,0,1,0,0,shortage
shortcoming,0,0,0,0,0,0,0,0,shortcoming
shorten,0,0,0,0,0,0,0,0,shorten
shortening,0,0,0,0,0,0,0,0,shorten
shorthand,0,0,0,0,0,0,0,0,shorthand
shortly,0,1,0,0,0,0,0,0,shortly
shortness,0,0,0,0,0,0,0,0,shortness
shorts,0,0,0,0,0,0,0,0,short
shot,1,0,0,1,0,1,1,0,shot
shotgun,0,0,0,0,0,0,0,0,shotgun
shoulder,0,0,0,0,0,0,0,1,shoulder
shout,1,0,0,0,0,0,1,0,shout
shove,1,0,0,0,0,0,0,0,shove
shovel,0,0,0,0,0,0,0,0,shovel
shoveling,0,0,0,0,0,0,0,0,shovel
show,0,0,0,0,0,0,0,1,show
shower,0,0,0,0,0,0,0,0,shower
showing,0,0,0,0,0,0,0,0,show
showy,0,0,0,0,0,0,0,0,showy
shrapnel,0,0,0,1,0,0,0,0,shrapnel
shred,0,0,0,0,0,0,0,0,shred
shrewd,0,0,0,0,0,0,0,0,shrewd
shriek,1,0,0,1,0,1,1,0,shriek
shrill,1,0,0,1,0,0,1,0,shrill
shrimp,0,0,0,0,0,0,0,0,shrimp
shrine,0,0,0,0,0,0,0,0,shrine
shrink,0,0,0,1,0,1,0,0,shrink
shrinking,0,0,0,0,0,0,0,0,shrink
shroud,0,0,0,0,0,1,0,0,shroud
shrub,0,0,0,0,0,0,0,0,shrub
shrubbery,0,0,0,0,0,0,0,0,shrubbery
shrug,0,0,0,0,0,0,0,0,shrug
shrunk,0,0,0,0,0,0,0,0,shrunk
shudder,0,0,0,1,0,0,0,0,shudder
shuffle,0,0,0,0,0,0,0,0,shuffle
shuffling,0,0,0,0,0,0,0,0,shuffle
shun,1,0,1,0,0,1,0,0,shun
shunt,0,0,0,0,0,0,0,0,shunt
shut,0,0,0,0,0,0,0,0,shut
shutter,0,0,0,0,0,0,0,0,shutter
shuttle,0,0,0,0,0,0,0,0,shuttle
sib,0,0,0,0,0,0,0,1,sib
sic,0,0,0,0,0,0,0,0,sic
sick,0,0,1,0,0,1,0,0,sick
sickening,1,0,1,1,0,1,0,0,sicken
sickle,0,0,0,0,0,0,0,0,sickle
sickly,0,0,1,0,0,1,0,0,sickly
sickness,0,0,1,1,0,1,0,0,sickness
side,0,0,0,0,0,0,0,0,side
sideboard,0,0,0,0,0,0,0,0,sideboard
sidestep,0,0,0,0,0,0,0,0,sidestep
sideways,0,0,0,0,0,0,0,0,sideways
siege,0,0,0,0,0,0,0,0,siege
siesta,0,0,0,0,0,0,0,0,siesta
sieve,0,0,0,0,0,0,0,0,sieve
sifting,0,0,0,0,0,0,0,0,sift
sigh,0,0,0,0,0,0,0,0,sigh
sight,0,0,0,0,0,0,0,0,sight
sign,0,0,0,0,0,0,0,0,sign
signal,0,0,0,0,0,0,0,0,signal
signature,0,0,0,0,0,0,0,1,signature
significance,0,0,0,0,0,0,0,0,significance
significant,0,0,0,0,0,0,0,0,significant
signification,0,0,0,0,0,0,0,0,signification
signify,0,1,0,0,0,0,0,0,signify
signpost,0,0,0,0,0,0,0,0,signpost
silent,0,0,0,0,0,0,0,0,silent
silently,0,0,0,0,0,0,0,0,silently
silhouette,0,0,0,0,0,0,0,0,silhouette
silk,0,0,0,0,0,0,0,0,silk
silken,0,0,0,0,0,0,0,0,silken
silky,0,0,0,0,0,0,0,0,silky
sill,0,0,0,0,0,0,0,0,sill
silliness,0,0,0,0,0,0,0,0,silliness
silly,0,0,0,0,1,0,0,0,silly
silt,0,0,0,0,0,0,0,0,silt
silver,0,0,0,0,0,0,0,0,silver
silvery,0,0,0,0,0,0,0,0,silvery
similar,0,0,0,0,0,0,0,0,similar
similarity,0,0,0,0,0,0,0,0,similarity
simile,0,0,0,0,0,0,0,0,simile
simmer,1,1,0,0,0,0,0,0,simmer
simmering,0,1,0,0,0,0,0,0,simmer
simple,0,0,0,0,0,0,0,0,simple
simples,0,0,0,0,0,0,0,0,simple
simplify,0,1,0,0,1,0,1,1,simplify
simply,0,0,0,0,0,0,0,0,simply
simulate,0,0,0,0,0,0,0,0,simulate
simulated,0,0,0,0,0,0,0,0,simulated
simulating,0,0,0,0,0,0,0,0,simulate
simulation,0,0,0,0,0,0,0,0,simulation
simultaneous,0,0,0,0,0,0,0,0,simultaneous
simultaneously,0,0,0,0,0,0,0,0,simultaneously
sin,1,0,1,1,0,1,0,0,sin
sincere,0,0,0,0,0,0,0,1,sincere
sincerity,0,0,0,0,0,0,0,0,sincerity
sinful,1,0,1,1,0,1,0,0,sinful
sing,0,1,0,0,1,1,0,1,sing
singer,0,0,0,0,0,0,0,0,singer
single,0,0,0,0,0,0,0,0,single
singly,0,0,0,0,0,0,0,0,singly
singular,0,0,0,0,0,0,0,0,singular
singularity,0,0,0,0,0,0,0,0,singularity
singularly,0,0,0,0,0,0,1,0,singularly
sinister,1,0,1,1,0,0,0,0,sinister
sink,0,0,0,0,0,0,0,0,sink
sinner,1,0,1,1,0,1,0,0,sinner
sinning,0,0,1,0,0,0,0,0,sin
sinus,0,0,0,0,0,0,0,0,sinus
sip,0,0,0,0,0,0,0,0,sip
siphon,0,0,0,0,0,0,0,0,siphon
sir,0,0,0,0,0,0,0,1,sir
sire,0,0,0,0,0,0,0,0,sire
siren,0,0,0,1,0,0,0,0,siren
sissy,0,0,0,0,0,0,0,0,sissy
sister,0,0,0,0,0,0,0,0,sister
sisterhood,1,0,0,0,0,1,1,1,sisterhood
site,0,0,0,0,0,0,0,0,site
sitting,0,0,0,0,0,0,0,0,sit
situate,0,0,0,0,0,0,0,0,situate
situated,0,0,0,0,0,0,0,0,situate
situation,0,0,0,0,0,0,0,0,situation
sixth,0,0,0,0,0,0,0,0,sixth
sixty,0,0,0,0,0,0,0,0,sixty
size,0,0,0,0,0,0,0,0,size
sizzle,1,0,0,0,0,0,0,0,sizzle
skate,0,0,0,0,0,0,0,0,skate
skating,0,0,0,0,0,0,0,0,skate
skein,0,0,0,0,0,0,0,0,skein
skeleton,0,0,0,0,0,0,0,0,skeleton
skeptic,0,0,0,0,0,0,0,0,skeptic
skeptical,0,0,0,0,0,0,0,0,skeptical
skepticism,0,0,0,0,0,0,0,0,skepticism
sketch,0,0,0,0,0,0,0,0,sketch
sketchy,0,0,0,0,0,0,0,0,sketchy
skewed,1,1,0,0,0,0,0,0,skewed
skewer,0,0,0,0,0,0,0,0,skewer
ski,0,0,0,0,0,0,0,0,ski
skid,1,0,0,1,0,1,0,0,skid
skiff,0,0,0,0,0,0,0,0,skiff
skill,0,0,0,0,0,0,0,0,skill
skilled,0,0,0,0,0,0,0,0,skilled
skillet,0,0,0,0,0,0,0,0,skillet
skillful,0,0,0,0,0,0,0,1,skillful
skim,0,0,0,0,0,0,0,0,skim
skin,0,0,0,0,0,0,0,0,skin
skinny,0,0,0,0,0,0,0,0,skinny
skip,0,0,0,0,0,0,0,0,skip
skipper,0,0,0,0,0,0,0,0,skipper
skirmish,1,0,0,0,0,0,0,0,skirmish
skirt,0,0,0,0,0,0,0,0,skirt
skirting,0,0,0,0,0,0,0,0,skirt
skirts,0,0,0,0,0,0,0,0,skirt
skit,0,0,0,0,0,0,0,0,skit
skull,0,0,0,0,0,0,0,0,skull
skunk,0,0,0,0,0,0,0,0,skunk
sky,0,0,0,0,0,0,0,0,sky
skyscraper,0,0,0,0,0,0,0,0,skyscraper
slab,0,0,0,0,0,0,0,0,slab
slack,0,0,0,0,0,0,0,0,slack
slag,0,0,0,0,0,0,0,0,slag
slam,1,0,0,1,0,0,1,0,slam
slander,1,0,1,0,0,0,0,0,slander
slanderous,0,0,0,0,0,0,0,0,slanderous
slang,0,0,0,0,0,0,0,0,slang
slant,0,0,0,0,0,0,0,0,slant
slap,1,0,0,0,0,0,1,0,slap
slash,1,0,0,0,0,0,0,0,slash
slashes,0,0,0,0,0,0,0,0,slash
slate,0,0,0,0,0,0,0,0,slate
slates,0,0,0,0,0,0,0,0,slate
slaughter,1,0,1,1,0,1,1,0,slaughter
slaughterhouse,1,0,1,1,0,1,0,0,slaughterhouse
slaughtering,1,0,1,1,0,1,1,0,slaughter
slave,1,0,0,1,0,1,0,0,slave
slavery,1,0,1,1,0,1,0,0,slavery
slay,1,0,0,0,0,0,0,0,slay
slayer,1,0,1,1,0,1,1,0,slayer
sledge,0,0,0,0,0,0,0,0,sledge
sleek,0,0,0,0,0,0,0,0,sleek
sleep,0,0,0,0,0,0,0,0,sleep
sleeper,0,0,0,0,0,0,0,0,sleeper
sleeping,0,0,0,0,0,0,0,0,sleep
sleeplessness,0,0,0,0,0,0,0,0,sleeplessness
sleepy,0,0,0,0,0,0,0,0,sleepy
sleet,0,0,0,0,0,0,0,0,sleet
sleeve,0,0,0,0,0,0,0,0,sleeve
sleeveless,0,0,0,0,0,0,0,0,sleeveless
sleigh,0,0,0,0,0,0,0,0,sleigh
sleight,0,0,0,0,0,0,0,0,sleight
slender,0,0,0,0,0,0,0,0,slender
sleuth,0,0,0,0,0,0,0,0,sleuth
slice,0,0,0,0,0,0,0,0,slice
slick,0,0,0,0,0,0,0,0,slick
slide,0,0,0,0,0,0,0,0,slide
sliding,0,0,0,0,0,0,0,0,slide
slight,0,0,0,0,0,0,0,0,slight
slightly,0,0,0,0,0,0,0,0,slightly
slim,0,0,0,0,0,0,0,0,slim
slime,0,0,1,0,0,0,0,0,slime
slimy,0,0,1,0,0,0,0,0,slimy
sling,0,0,0,0,0,0,0,0,sling
slink,0,0,0,0,0,0,0,0,slink
slip,0,0,0,0,0,0,1,0,slip
slipper,0,0,0,0,0,0,0,0,slipper
slippers,0,0,0,0,0,0,0,0,slipper
slit,0,0,0,0,0,0,0,0,slit
sliver,0,0,0,0,0,0,0,0,sliver
slogan,0,0,0,0,0,0,0,0,slogan
sloop,0,0,0,0,0,0,0,0,sloop
slop,0,0,1,0,0,0,0,0,slop
slope,0,0,0,0,0,0,0,0,slope
sloppy,0,0,1,0,0,0,0,0,sloppy
slot,0,0,0,0,0,0,0,0,slot
sloth,0,0,1,0,0,0,0,0,sloth
slouch,0,0,0,0,0,0,0,0,slouch
slough,0,0,0,0,0,0,0,0,slough
slow,0,0,0,0,0,0,0,0,slow
slowly,0,0,0,0,0,0,0,0,slowly
slowness,0,0,0,0,0,0,0,0,slowness
sludge,0,0,1,0,0,0,0,0,sludge
slug,0,0,1,0,0,0,0,0,slug
sluggish,0,0,0,0,0,1,0,0,sluggish
sluice,0,0,0,0,0,0,0,0,sluice
slum,0,0,1,0,0,0,0,0,slum
slumber,0,0,0,0,0,0,0,0,slumber
slump,0,0,0,0,0,1,0,0,slump
slur,1,0,1,0,0,1,0,0,slur
slush,0,0,1,0,0,0,1,0,slush
slut,1,0,1,0,0,0,0,0,slut
sly,1,0,1,1,0,0,0,0,sly
smack,1,0,0,0,0,0,0,0,smack
small,0,0,0,0,0,0,0,0,small
smaller,0,0,0,0,0,0,0,0,small
smallest,0,0,0,0,0,0,0,0,small
smash,1,0,0,1,0,0,0,0,smash
smashed,0,0,0,0,0,0,0,0,smash
smattering,0,0,0,0,0,0,0,0,smatter
smear,0,0,0,0,0,0,0,0,smear
smell,1,0,1,0,0,0,0,0,smell
smelling,0,0,1,0,0,0,0,0,smell
smelt,0,0,0,0,0,0,0,0,smelt
smile,0,0,0,0,1,0,1,1,smile
smiling,0,0,0,0,1,0,0,0,smile
smirk,0,0,0,0,0,0,0,0,smirk
smite,1,0,0,1,0,1,0,0,smite
smith,0,0,0,0,0,0,0,1,smith
smitten,0,0,0,0,0,0,0,0,smitten
smoker,0,0,0,0,0,0,0,0,smoker
smoking,0,0,0,0,0,0,0,0,smoking
smoky,0,0,0,0,0,0,0,0,smoky
smoldering,0,0,0,0,0,0,0,0,smolder
smoothly,0,0,0,0,0,0,0,0,smoothly
smoothness,0,0,0,0,0,0,0,0,smoothness
smother,1,0,0,0,0,0,0,0,smother
smudge,0,0,0,0,0,0,0,0,smudge
smug,0,0,0,0,0,0,0,0,smug
smuggle,0,0,0,1,0,0,0,0,smuggle
smuggler,1,0,1,1,0,0,0,0,smuggler
smuggling,0,0,0,0,0,0,0,0,smuggle
smut,0,0,1,1,0,0,0,0,smut
snack,0,0,0,0,0,0,0,0,snack
snacks,0,0,0,0,0,0,0,0,snack
snag,0,0,0,0,0,0,1,0,snag
snags,0,0,0,0,0,0,0,0,snag
snail,0,0,0,0,0,0,0,0,snail
snake,0,0,1,1,0,0,0,0,snake
snap,0,0,0,0,0,0,0,0,snap
snapshot,0,0,0,0,0,0,0,0,snapshot
snare,0,0,0,1,0,0,0,0,snare
snarl,1,0,1,0,0,0,0,0,snarl
snarling,1,0,0,0,0,0,0,0,snarl
snatch,0,0,0,0,0,0,0,0,snatch
sneak,1,0,0,1,0,0,1,0,sneak
sneakers,0,0,0,0,0,0,0,0,sneaker
sneaking,0,1,0,1,0,0,0,1,sneak
sneer,1,0,1,0,0,0,0,0,sneer
sneeze,0,0,1,0,0,0,1,0,sneeze
sneezing,0,0,0,0,0,0,0,0,sneeze
snicker,0,0,0,0,0,0,0,0,snicker
snide,0,0,0,0,0,0,0,0,snide
sniff,0,0,0,0,0,0,0,0,sniff
snip,0,0,0,0,0,0,0,0,snip
snipe,0,0,0,0,0,0,0,0,snipe
snippet,0,0,0,0,0,0,0,0,snippet
snob,0,0,0,0,0,0,0,0,snob
snoopy,0,0,0,0,0,0,0,0,snoopy
snooze,0,0,0,0,0,0,0,0,snooze
snore,0,0,0,0,0,0,0,0,snore
snort,0,0,0,0,0,1,0,0,snort
snout,0,0,0,0,0,0,0,0,snout
snow,0,0,0,0,0,0,0,0,snow
snowball,0,0,0,0,0,0,0,0,snowball
snowflake,0,0,0,0,0,0,0,0,snowflake
snowy,0,0,0,0,0,0,0,0,snowy
snuff,0,0,0,0,0,0,0,0,snuff
soak,0,0,0,0,0,0,0,0,soak
soaking,0,0,0,0,0,0,0,0,soak
soap,0,0,0,0,0,0,0,0,soap
soapy,0,0,0,0,0,0,0,0,soapy
soaring,0,0,0,0,0,0,0,0,soar
sob,0,0,0,0,0,1,0,0,sob
sobriety,0,0,0,0,0,0,0,1,sobriety
soccer,0,0,0,0,0,0,0,0,soccer
sociable,0,0,0,0,0,0,0,0,sociable
social,0,0,0,0,0,0,0,0,social
socialism,0,0,1,1,0,0,0,0,socialism
socialist,1,0,1,1,0,1,0,0,socialist
society,0,0,0,0,0,0,0,0,society
sock,0,0,0,0,0,0,0,0,sock
socket,0,0,0,0,0,0,0,0,socket
sod,0,0,0,0,0,0,0,0,sod
sofa,0,0,0,0,0,0,0,0,sofa
softening,0,0,0,0,0,0,0,0,soften
softness,0,0,0,0,0,0,0,0,softness
soggy,0,0,0,0,0,0,0,0,soggy
soil,0,0,1,0,0,0,0,0,soil
soiled,0,0,1,0,0,0,0,0,soil
sojourn,0,0,0,0,0,0,0,0,sojourn
solace,0,0,0,0,0,0,0,0,solace
solar,0,0,0,0,0,0,0,0,solar
solder,0,0,0,0,0,0,0,0,solder
soldering,0,0,0,0,0,0,0,0,solder
soldier,1,0,0,0,0,1,0,0,soldier
sole,0,0,0,0,0,0,0,0,sole
solicit,0,0,0,0,0,0,0,0,solicit
solicitation,0,0,0,0,0,0,0,0,solicitation
solicitor,0,0,0,0,0,0,0,0,solicitor
solid,0,0,0,0,0,0,0,0,solid
solidarity,0,0,0,0,0,0,0,1,solidarity
solidification,0,0,0,0,0,0,0,0,solidification
solidified,0,0,0,0,0,0,0,0,solidify
solidify,0,0,0,0,0,0,0,0,solidify
solidity,0,0,0,0,0,0,0,1,solidity
solitaire,0,0,0,0,0,0,0,0,solitaire
solitary,0,0,0,0,0,0,0,0,solitary
solitude,0,0,0,0,0,0,0,0,solitude
solo,0,0,0,0,0,0,0,0,solo
solubility,0,0,0,0,0,0,0,0,solubility
soluble,0,0,0,0,0,0,0,0,soluble
solution,0,0,0,0,0,0,0,0,solution
solve,0,0,0,0,0,0,0,0,solve
solvency,0,0,0,0,0,0,0,0,solvency
solvent,0,0,0,0,0,0,0,0,solvent
somatic,0,0,0,0,0,0,1,0,somatic
somber,0,0,0,0,0,1,0,0,somber
son,0,0,0,0,0,0,0,0,son
sonar,0,1,0,0,0,0,0,0,sonar
sonata,0,0,0,0,0,0,0,0,sonata
song,0,0,0,0,0,0,0,0,song
sonnet,0,0,0,0,1,1,0,0,sonnet
sonorous,0,0,0,0,1,0,0,0,sonorous
soot,0,0,1,0,0,0,0,0,soot
soothe,0,0,0,0,0,0,0,0,soothe
soothing,0,0,0,0,1,0,0,1,soothe
sophomore,0,0,0,0,0,0,0,0,sophomore
soprano,0,0,0,0,0,0,0,0,soprano
sorcerer,0,0,0,0,0,0,0,0,sorcerer
sorcery,0,1,0,1,0,0,1,0,sorcery
sordid,1,0,1,1,0,1,0,0,sordid
sore,1,0,0,0,0,1,0,0,sore
sorely,0,0,0,0,0,1,0,0,sorely
soreness,0,0,1,0,0,1,0,0,soreness
sorghum,0,0,0,0,0,0,0,0,sorghum
sorority,0,0,0,0,0,0,0,0,sorority
sorrow,0,0,0,1,0,1,0,0,sorrow
sorrowful,0,0,0,0,0,1,0,0,sorrowful
sort,0,0,0,0,0,0,0,0,sort
sorter,0,0,0,0,0,0,0,0,sorter
sortie,0,0,0,1,0,0,0,0,sortie
sorting,0,0,0,0,0,0,0,0,sort
sou,0,0,0,0,0,0,0,0,sou
soulless,0,0,1,1,0,1,0,0,soulless
sound,0,0,0,0,0,0,0,0,sound
sounding,0,0,0,0,0,0,0,0,sound
soundness,0,1,0,0,1,0,0,1,soundness
soup,0,0,0,0,0,0,0,0,soup
sour,0,0,1,0,0,0,0,0,sour
source,0,0,0,0,0,0,0,0,source
souvenir,0,0,0,0,0,0,0,0,souvenir
sovereign,0,0,0,0,0,0,0,1,sovereign
sovereignty,0,0,0,0,0,0,0,0,sovereignty
sow,0,0,0,0,0,0,0,0,sow
spa,0,1,0,0,1,0,1,1,spa
space,0,0,0,0,0,0,0,0,space
spacious,0,0,0,0,0,0,0,0,spacious
spade,0,0,0,0,0,0,0,0,spade
span,0,0,0,0,0,0,0,0,span
